objname,objtype,de2000,al2000,v,e_v,vopt,e_vopt,vrad,e_vrad,bt,e_bt,type,bar,ring,multiple,compactness,t,e_t,logd25,e_logd25,logr25,e_logr25,pa,incl,logdc,btc,itc,ubtc,bvtc,m21c,hic,mabs,agnclass,kt,e_kt,it,e_it,ut,vt,mfir,e_ut,e_vt
UGC07950,G ,51.6133732,12.7824064,493.3,20.2,322,20,498,3.3,15.087,0.189,IAB,B,,M,,9.9,0.4,1.112,0.085,0.1,0.056,176.06,42.02,1.114,14.835,,0.269,0.598,15.456,0.62,-15.461,,12.157,0.144,,,15.387,14.447,,0.189,0.189
NGC2993,G ,-14.3683584,9.7634201,2315.3,5.8,2345.8,26.4,2314,5.4,13.11,0.05,Sa,,,M,,1.2,0.7,1.132,0.033,0.08,0.026,93.66,35.8,1.153,12.738,11.715,-0.441,0.374,14.694,1.956,-19.769,,10.157,0.049,11.83,0.077,12.72,12.64,10.695,0.05,0.051
NGC3788,G ,31.9312405,11.6623864,2669,6.7,2630.2,19.6,2670.8,4.2,13.241,0.224,Sab,B,R,M,,2.3,0.8,1.3,0.034,0.538,0.028,178.8,85.96,1.288,12.473,11.954,,,14.563,2.09,-20.595,,9.355,0.027,11.999,0.077,15.562,,,0.01,
NGC5493,G ,-5.0435814,14.1914936,2695.5,27,2695.5,27,,,12.281,0.22,S0,,,,,-2.1,0.6,1.336,0.026,0.053,0.03,,31.93,1.352,12.087,10.157,0.307,0.805,,,-20.949,,8.513,0.054,10.225,0.079,12.611,11.418,,0.22,0.091
IC0719,G ,9.009869,11.6718056,1829.6,6.2,1833.3,1.7,1810,3.8,13.758,0.027,S0,,,,,-1.6,1,1.085,0.04,0.496,0.031,52.42,90,1.089,13.511,12.219,,,14.826,1.316,-18.469,,9.7,0.06,12.316,0.068,15.098,,13.016,0.123,
NGC4452,G ,11.7550524,12.4786954,161.8,1.7,161.8,1.7,,,12.786,0.091,S0,B,,,,-1.9,0.8,1.526,0.031,0.751,0.055,32.12,90,1.51,12.655,11.505,0.458,0.788,,,,,9.127,0.057,11.561,0.152,14.501,11.896,,0.058,0.091
NGC4460,G ,44.8642038,12.4793237,487.4,1.4,487,1,495.8,4.8,12.404,0.279,S0-a,B,,,,-1,1.4,1.594,0.022,0.571,0.026,39.78,90,1.579,12.314,11.558,,,15.012,2.698,-17.574,,9.076,0.059,11.595,0.132,13.764,,,0.005,
NGC4191,G ,7.2009018,12.2306641,2640.9,6.2,2637.1,1.6,2659.9,3.4,13.561,0.039,S0,,,,,-1.8,1.3,1.181,0.038,0.091,0.028,2.77,41.29,1.187,13.437,12.181,,,15.116,1.68,-19.536,,9.906,0.057,12.218,0.073,15.133,,,0.117,
NGC4240,G ,-9.9515972,12.2900972,1973.5,11.9,1973.5,11.9,,,14.272,0.508,E,,,,,-3.7,0.7,1.166,0.06,0.06,0.037,90,37.06,1.197,14.007,10.993,,,,,-18.291,,9.393,0.051,11.097,0.087,,,,,
NGC6010,G ,0.5430417,15.9053297,2037.8,2.6,2079,100,2037.8,3.3,13.168,0.281,S0-a,,,,,0.3,0.8,1.26,0.055,0.657,0.044,100.09,90,1.276,12.398,10.849,,,16.805,4.406,-20.001,,8.96,0.034,11.045,0.249,,,,,
NGC3375,G ,-9.9412917,10.7835514,2452,9.2,2452,9.2,,,13.434,0.067,S0,,,,,-2.2,0.9,1.174,0.039,0.075,0.025,,38.1,1.19,13.235,,,0.753,,,-19.463,,9.801,0.044,,,,12.614,,,0.067
NGC4389,G ,45.6851917,12.4262939,713.3,1.6,712.7,0.9,720.1,3.1,12.546,0.088,SBbc,B,,,,4,0.6,1.399,0.023,0.178,0.022,97.55,50.22,1.398,12.192,11.651,,,15.425,3.234,-18.535,,9.221,0.132,11.679,0.164,13.903,,,0.116,
NGC3403,G ,73.6903611,10.8985694,1261.7,2.4,1239.5,51.6,1261.7,3.1,13.021,0.297,Sbc,,,,,4,0.3,1.444,0.031,0.425,0.042,73.4,72.1,1.469,11.905,11.367,,,13.504,1.599,-20.139,,9.678,0.081,11.561,0.099,,,12.591,,
NGC5740,G ,1.6797606,14.7401222,1567.2,1.7,1566.1,1.5,1570.5,2.6,12.598,0.106,Sb,B,R,,,3,0.4,1.431,0.024,0.304,0.026,164.8,63.91,1.434,11.985,11.323,0.05,0.596,13.981,1.996,-20.343,,10.968,0.073,11.394,0.274,14.466,11.899,11.966,0.265,0.073
NGC5334,G ,-1.1146173,13.8817938,1378.8,3.9,1372.6,4,1382.7,3.2,13.015,0.746,Sc,B,,M,,5.3,0.7,1.532,0.026,0.141,0.023,16.51,44.72,1.545,12.564,11.991,,,14.104,1.54,-19.133,,9.917,0.084,12.079,0.644,14.092,11.73,12.928,0.269,0.11
NGC3300,G ,14.1712429,10.6106743,3017.7,1.4,3017.7,1.4,,,13.323,0.225,S0,B,R,,,-1.8,1.2,1.184,0.04,0.291,0.025,173.64,75.44,1.19,13.113,11.846,,,,,-20.133,,9.409,0.038,11.918,0.066,14.907,,,0.135,
NGC4470,G ,7.8241102,12.4938346,2336.8,2,2334.9,2.1,2339.7,2.6,13.065,0.029,Sab,,,M,,1.9,2.1,1.108,0.071,0.171,0.041,1.15,50.58,1.111,12.727,12.056,,,15.181,2.454,-18.853,,10.133,0.041,12.103,0.176,13.954,,12.331,0.081,
UGC08778,G ,38.0670294,13.8685211,3229.8,2.1,3230.3,2.2,3221,9.4,14.705,0.28,Sab,,,,,2,1.4,0.968,0.107,0.582,0.063,119.11,90,0.953,13.945,13.084,,,15.836,1.891,-19.57,,10.658,0.042,13.124,0.054,16.009,,,0.04,
NGC2964,G ,31.8471065,9.7151031,1317.7,2.2,1320.9,3.9,1316.1,2.7,12.044,0.08,Sbc,B,R,,,4,0.9,1.465,0.032,0.126,0.031,96.84,42.9,1.467,11.747,10.235,-0.069,0.629,14.326,2.579,-19.832,,8.366,0.024,10.272,0.064,12.014,11.37,10.409,0.08,0.063
NGC4030,G ,-1.100072,12.0065571,1461.8,2,1462.2,15.2,1461.8,2.8,11.149,0.19,Sbc,,,,,4,0.2,1.581,0.021,0.153,0.021,21.4,46.99,1.585,10.776,9.463,,,13.48,2.704,-21.285,,9.404,0.049,9.513,0.219,12.03,10.51,9.876,0.037,0.01
NGC3423,G ,5.8400453,10.8539823,1004.6,3.4,1000.8,2.6,1009.6,3,11.606,0.108,Sc,,,,,6,0.3,1.551,0.026,0.069,0.041,3.88,32.12,1.56,11.348,11.752,,0.4,13.474,2.125,-19.054,,8.81,0.251,11.809,0.179,14.236,11.174,,0.054,0.075
NGC4487,G ,-8.0538622,12.5179065,1036,1.9,1036.8,5.1,1035.7,3.1,11.783,0.283,Sc,B,,,,6,0.3,1.539,0.028,0.261,0.03,73.71,58.18,1.537,11.227,10.507,,,13.734,2.507,-19.172,,9.317,0.068,10.547,0.322,,11.45,12.076,,0.01
NGC4775,G ,-6.6221528,12.8960278,1566.8,2.3,1567.5,9.9,1566.7,3.5,11.53,0.536,Scd,,,,,6.9,0.4,1.346,0.025,0.054,0.021,61.41,28.44,1.358,11.276,10.469,,,13.982,2.707,-20.587,,9.305,0.154,10.535,0.09,,11.56,11.526,,0.11
NGC2325,G ,-28.6972979,7.0445589,2157.2,18.6,2157.2,18.6,,,12.296,0.35,E,B,,,,-4.8,0.5,1.585,0.032,0.233,0.034,4.22,90,1.655,11.767,9.386,,,,,-20.265,,7.939,0.076,9.605,0.127,,11.18,,,0.04
ESO490-036,G ,-27.175371,6.7352722,1935.9,3.6,1925.8,32.3,1936.2,4.9,14.98,0.2,Sc,,,,,5.5,1.2,1.058,0.055,0.692,0.026,28.14,85.92,1.077,13.32,12.829,,,14.972,1.651,-19.082,,10.705,0.078,13.047,0.061,,,13.178,,
ESO490-028,G ,-27.0975422,6.6724441,2144.2,2.7,2132,42.4,2144.3,3.7,14.92,0.2,Sc,,,,,5,1.4,1.177,0.029,0.724,0.027,178.93,90,1.207,13.115,13.246,,,13.841,0.725,-18.912,,11.759,0.218,13.52,0.149,,,13.422,,
PGC020543,G ,56.8231731,7.269559,3080,19,3080,19,,,15.659,0.41,Sbc,,,M,,3.6,2.2,0.851,0.057,0.26,0.028,93.26,59.37,0.873,14.886,,,,,,-18.471,,12.017,0.087,,,,,,,
UGC03697,G ,71.8363893,7.1895982,3139.5,4.1,3135.7,5.4,3143.9,5.9,12.988,0.33,Scd,,,,,6.6,1,1.34,0.033,0.65,0.028,78.14,81.19,1.339,11.573,,,,14.196,2.623,-21.865,,10.639,0.234,,,,,12.205,,
UGC03804,G ,71.5989722,7.3762861,2873.4,6.1,2887,8,2869,4.5,12.903,0.327,Sc,,,,,5.8,0.6,1.257,0.051,0.18,0.042,13.8,49.77,1.26,12.46,11.472,,,14.771,2.31,-20.734,,9.648,0.076,11.522,0.064,,,12.959,,
NGC2480,G ,23.7797771,7.9528982,2343.2,4.9,2344.9,1.4,2316,5.5,14.997,0.341,SBm,B,,M,,9.3,1.9,1.12,0.038,0.41,0.03,163.08,90,1.13,13.957,13.684,,,16.02,2.063,-18.704,,11.853,0.206,13.807,0.149,15.517,,13.504,0.17,
UGC04375,G ,22.6646066,8.3864649,2053.8,3.4,2051.2,3,2060.5,4.9,12.874,0.344,SABc,B,,,,5.3,0.6,1.23,0.037,0.195,0.022,178.65,51.74,1.241,12.329,11.382,,,18.328,5.999,-20.551,,9.533,0.066,11.468,0.292,15.196,12.44,,0.009,0.1
ESO495-021,G ,-26.4093333,8.6042194,859.7,8.8,848.3,4.2,872.3,4.5,12.459,0.174,E-S0,,,M,,-2.6,1.5,1.295,0.048,0.145,0.053,135.75,54.09,1.348,11.962,10.347,,,14.704,2.742,-17.618,,9.027,0.092,10.56,0.194,,11.83,9.885,,0.04
PGC024469,G ,14.2652496,8.7133884,2111.5,29.5,2126.5,1.4,1996,3.8,14.909,0.317,Sbc,,,M,,4.5,1.6,1.004,0.044,0.584,0.028,102.31,81.36,0.992,13.854,14.215,,0.148,15.656,1.802,-18.571,,11.907,0.165,14.265,0.088,15.885,14.609,13.643,0.124,0.317
NGC2648,G ,14.2855595,8.7110589,2061.5,7.3,2006,20,2063.2,3.5,12.859,0.337,Sa,,,M,,1.1,0.6,1.498,0.04,0.466,0.05,151,83.74,1.49,12.333,10.555,,0.509,16.121,3.788,-20.05,,8.694,0.049,10.606,0.078,,11.88,,,0.139
PGC024778,G ,-7.8298862,8.816774,2901.8,4.1,2922.9,29.1,2901.2,4.8,13.76,0.5,SBbc,B,,,,4,0.5,1.192,0.03,0.221,0.024,175.9,55.16,1.2,13.207,12.202,,,15.774,2.567,-19.757,,10.653,0.109,12.28,0.055,,,13.746,,
ESO563-013,G ,-19.8722263,8.7090136,1623,7.3,6822.9,33.1,1623,7.3,15.36,0.5,Sc,B,,,,4.7,0.9,1.2,0.03,0.737,0.024,127.77,90,1.228,13.58,13.315,,,15.884,2.304,-18.059,,11.464,0.068,13.583,0.063,,,,,
ESO563-014,G ,-20.0511621,8.7158619,1710.6,2.3,1714,27.9,1710.5,3.2,13.84,0.5,SBc,B,,M,,6.4,1.3,1.441,0.024,0.647,0.02,84,81.38,1.474,12.082,11.561,,,13.716,1.635,-19.903,,9.47,0.03,11.836,0.058,,,11.889,,
ESO563-028,G ,-21.9633147,8.8459612,2626.4,40.8,2690.9,8.1,2575.3,7.2,13.97,0.5,SBab,B,,,,1.5,1.2,1.24,0.036,0.72,0.028,15,90,1.284,12.527,11.492,,,14.784,2.257,-20.392,,9.17,0.058,11.832,0.048,,,10.804,,
NGC2663,G ,-33.7947244,8.752288,2156,18.7,2156,18.7,,,11.88,0.161,E,,,,,-4.9,0.4,1.591,0.033,0.156,0.041,110.23,75.3,1.833,10.289,8.554,,,,,-21.965,,6.846,0.064,9.24,0.093,,10.59,,,0.04
PGC027158,G ,-11.322,9.5620472,2666.1,2.3,2674,42.4,2666.1,3.2,13.69,0.5,Sbc,,,,,4,0.5,1.371,0.028,0.579,0.021,142.43,82.18,1.367,12.588,11.942,,,14.962,2.373,-20.247,,10.144,0.085,12.03,0.085,,,13.219,,
ESO497-002,G ,-26.2999373,9.0242819,1954.8,2.9,1942,42.4,1954.9,3.9,14.69,0.2,SBcd,B,,,,7.4,1.2,1.199,0.046,0.195,0.034,174.14,57.85,1.246,13.75,12.803,,,16.076,2.326,-18.317,,,,13.057,0.15,,,,,
NGC2763,G ,-15.4997315,9.1136244,1890.1,1.9,1893.4,26.8,1890.1,2.7,12.653,0.03,SBc,B,R,,,5.7,0.6,1.386,0.02,0.111,0.021,135.32,40.01,1.411,12.134,10.938,-0.146,0.514,14.59,2.456,-19.836,,9.609,0.087,11.076,0.134,12.583,12.072,12.115,0.03,0.055
NGC2776,G ,44.9548679,9.2040334,2622.1,3,2619.4,2.2,2627.3,3.1,12.202,0.06,SABc,B,,,,5.1,0.6,1.33,0.034,0.37,0.028,111.26,67.38,1.321,11.502,11.673,-0.142,0.419,13.828,2.325,-21.534,,9.159,0.069,11.699,0.102,14.228,11.682,11.62,0.156,0.06
IC0529,G ,73.7596962,9.309098,2258.5,2.3,2260,60,2258.5,3.2,12.593,0.152,Sc,,,,,5.2,0.5,1.506,0.03,0.322,0.036,142.4,63.77,1.502,11.93,11.235,,,14.06,2.13,-20.517,,9.571,0.171,11.279,0.057,,12.3,12.569,,0.1
NGC2835,G ,-22.3545759,9.2980218,886.4,1.6,886.7,5,886.3,2.6,11.063,0.139,Sc,B,,,,5,0.4,1.807,0.016,0.236,0.03,1.26,56.23,1.838,10.222,9.419,-0.229,0.339,12.527,2.306,-19.308,,8.112,0.286,9.61,0.1,10.943,10.639,11.441,0.139,0.101
NGC2870,G ,57.3754824,9.4649263,3208.9,1.9,3207.5,2.5,3211.7,3.6,13.866,0.313,SBbc,B,,,,4,0.3,1.388,0.025,0.566,0.022,120.62,81.26,1.381,12.813,12.486,,,14.89,2.077,-20.651,,10.318,0.047,12.559,0.274,15.167,,13.389,0.276,
NGC2844,G ,40.1510379,9.3633178,1479.2,7.2,1455,10,1482.9,3.9,13.685,0.121,Sa,,R,,,0.7,0.9,1.249,0.063,0.334,0.045,11.4,70.44,1.244,13.344,11.959,,0.707,15.325,1.981,-19.67,,9.921,0.043,11.994,0.437,15.255,12.888,13.612,0.005,0.077
NGC2872,G ,11.4321394,9.4284813,3240.2,14,3240.2,14,,,12.848,0.071,E,,,M,,-4.8,0.4,1.243,0.07,0.052,0.053,161.33,38.33,1.264,12.649,,0.501,0.925,,,-20.708,,8.752,0.04,,,13.368,11.858,,0.071,0.071
ESO498-003,G ,-26.8817732,9.393466,2369.4,3.3,2361.2,28.9,2369.6,4.5,14.191,0.188,Sb,,,,,3.2,0.6,1.197,0.039,0.527,0.044,33.17,80.67,1.217,12.998,11.923,,,14.718,1.719,-19.522,,9.796,0.065,12.117,0.076,,,12.192,,
NGC2865,G ,-23.1615762,9.3917173,2720.6,54.2,2607.2,11.7,2772,7.9,12.443,0.216,E,B,,,,-4.2,1.3,1.389,0.026,0.08,0.021,153.56,45.03,1.439,12.041,10.176,0.347,0.802,15.228,3.187,-20.821,,8.489,0.048,10.335,0.079,12.853,11.476,,0.216,0.035
ESO373-012,G ,-33.9275833,9.6354333,2644,3.3,2642,42.4,2644,4.6,15.13,0.5,SABd,B,,,,7.7,0.9,1.146,0.035,0.358,0.027,156.51,81.36,1.186,13.888,13.313,,,15,1.111,-18.732,,12.661,0.426,13.57,0.1,,,,,
NGC2914,G ,10.1086937,9.5674382,3145,1.2,3144.9,1.2,3152.7,10,14.073,0.049,SBab,B,R,,,2.1,0.5,0.978,0.083,0.217,0.055,11.81,56.06,0.983,13.634,12.33,,0.856,16.696,3.062,-19.669,,9.947,0.031,12.39,0.243,15.432,13.123,,0.042,0.049
NGC2919,G ,10.2837016,9.5798703,2522.4,45,2565.5,2.1,2428.3,3,13.584,0.295,SABb,B,R,,,3.7,0.5,1.183,0.072,0.46,0.043,159.03,74.82,1.177,12.745,12.338,,,15.214,2.469,-20.127,,10.082,0.093,12.393,0.223,14.866,13.6,12.911,0.136,0.1
PGC027747,G ,-6.2513254,9.7064093,1852.9,3.3,1848.1,29.2,1853.1,4.6,17.61,0.5,SBc,B,,,,6.1,2,1.296,0.03,0.613,0.027,157.4,80.16,1.285,16.404,13.284,,,15.459,-0.945,-16.109,,11.471,0.632,13.345,0.354,,,,,
ESO434-023,G ,-28.1914377,9.6953062,2529,2.9,2515,36.5,2529.1,3.9,14.55,0.2,SABc,B,,,,6.7,0.9,1.239,0.027,0.244,0.024,8.27,56.4,1.274,13.622,12.229,,,16.47,2.848,-19.539,,10.575,0.28,12.44,0.136,,,,,
NGC2935,G ,-21.1281159,9.6124636,2273.7,3.1,2249.6,24.6,2274.1,3.1,12.253,0.232,Sb,B,R,,,3.2,0.7,1.621,0.019,0.123,0.023,168.27,42.77,1.642,11.775,9.816,0.163,0.684,13.632,1.858,-21.045,,8.335,0.048,9.937,0.158,12.498,11.193,11.406,0.232,0.077
NGC2997,G ,-31.1910833,9.760775,1087.6,1.9,1084.9,14.5,1087.7,2.6,10.04,0.088,SABc,B,,,,5.1,0.5,2.011,0.016,0.212,0.032,98.93,53.68,2.047,9.203,,,,11.904,2.701,-20.156,,6.466,0.128,,,,,9.182,,
NGC2974,G ,-3.6988999,9.709242,1891.4,2.1,1891.7,3,1888.6,9.8,11.875,0.342,E,,,,,-4.3,1.2,1.552,0.023,0.209,0.038,43.45,90,1.579,11.612,7.792,0.524,0.929,15.694,4.082,-20.091,S2,6.252,0.046,7.895,0.072,12.445,10.891,13.622,0.342,0.074
NGC2983,G ,-20.4771993,9.7280874,2010.8,33.6,2010.8,33.6,,,12.734,0.061,S0-a,B,,,,-0.8,1.1,1.375,0.021,0.31,0.027,86.7,73.04,1.387,12.443,10.34,0.468,0.862,,,-19.719,,8.565,0.032,10.455,0.079,13.299,11.872,,0.061,0.05
IC2523,G ,-33.2102083,9.9193097,2613.4,3.8,2603.4,24.9,2613.8,5.2,13.63,0.2,SBbc,B,,,,4,0.8,1.155,0.042,0.223,0.039,29.09,55.34,1.183,12.855,11.971,,,14.814,1.959,-18.939,,10.109,0.089,12.147,0.092,,,12.341,,
ESO499-022,G ,-27.1067306,9.9345545,2213.4,4.3,2211,42.4,2213.5,6.1,15.586,0.197,Sc,,,,,5.3,1.2,1.188,0.029,0.659,0.026,19.04,84.01,1.193,14.142,13.309,,,15.283,1.14,-18.584,,11.169,0.094,13.457,0.087,,,,,
ESO566-030,G ,-21.9885361,9.9356248,3287,9.6,3242.1,29.1,3290,7.5,14.661,0.192,SABb,B,,,,4.1,1,1.169,0.031,0.182,0.029,21.76,50.57,1.18,14.15,13.082,,,15.824,1.674,-19.153,,12.298,0.286,13.167,0.104,,,,,
ESO435-010,G ,-31.3012118,9.9392492,2505.8,5.5,2492.3,29,2506.7,7.2,14.7,0.2,SBc,B,,,,5.9,0.6,1.236,0.028,0.429,0.025,4.48,70.69,1.253,13.579,12.736,,,15.989,2.41,-19.082,,11.196,0.512,12.897,0.1,,,,,
IC2522,G ,-33.1371318,9.919158,3016.3,2.4,3010.4,24.5,3016.4,3.3,13.014,1.139,Sc,B,,,,5.1,0.4,1.362,0.035,0.121,0.041,0.31,41.85,1.395,12.386,10.787,,,13.652,1.266,-20.351,,9.335,0.04,10.964,0.146,,12,11.382,,0.11
NGC3055,G ,4.2699953,9.9216801,1817.5,4.8,1805.1,4.8,1820.9,2.5,12.655,0.101,Sc,B,,,,5.2,0.7,1.293,0.026,0.246,0.022,63.27,57.16,1.304,12.001,11.6,,0.481,15.296,3.295,-19.994,,9.512,0.058,11.697,0.338,13.901,12.065,11.556,0.006,0.101
ESO374-008,G ,-33.116842,9.9063742,1522.3,5,1510,42.4,1522.7,6.9,15.6,0.2,Sb,,,,,3.3,0.9,1.158,0.042,0.638,0.051,129.2,90,1.171,14.295,14.132,,,15.024,0.729,-17.159,,11.83,0.214,14.313,0.292,,,,,
NGC3098,G ,24.7111319,10.0379694,1304.7,12.9,1298.5,24.1,1311,24.4,12.861,0.078,S0,B,,,,-1.5,0.9,1.367,0.058,0.666,0.039,89.6,90,1.356,12.686,11.427,,0.777,14.874,2.188,-18.611,,9.168,0.052,11.495,0.1,,11.961,,,0.078
NGC3108,G ,-31.6774686,10.0414028,2669.1,20.5,2669.1,20.5,,,12.752,0.104,S0-a,,,,,-1.1,0.6,1.405,0.035,0.057,0.031,,32.12,1.436,12.369,,,0.92,,,-20.436,,8.264,0.043,,,,11.475,,,0.036
ESO499-026,G ,-25.1740558,9.9725702,2402.5,3.1,2410.9,29.2,2402.3,4.3,14.278,0.288,SBcd,B,,,,7.3,1.3,1.428,0.021,0.633,0.028,22.37,90,1.428,12.864,12.416,,,14.377,1.513,-19.721,,11.673,0.465,12.537,0.033,,,,,
ESO435-019,G ,-30.2513351,9.9849807,2811.2,1.9,2808,28.7,2811.3,2.6,13.784,0.186,SBc,B,,,,5.2,0.5,1.512,0.028,0.94,0.04,153.32,90,1.506,11.944,11.898,,,13.169,1.225,-20.34,,10.136,0.069,12.046,0.091,,,,,
NGC3089,G ,-28.3313276,9.9935186,2706.8,13.3,2634.4,23.3,2711.3,5.8,13.227,0.246,SABb,B,R,,,3.2,0.6,1.29,0.041,0.236,0.036,142.93,57.3,1.322,12.415,11.104,,,16.569,4.154,-20.07,,9.366,0.071,11.298,0.064,,,,,
IC2536,G ,-33.9497541,10.0583859,2730.5,4.8,2742.9,29.7,2730,6.4,14.555,0.196,SBc,B,,,,4.8,0.6,1.275,0.037,0.677,0.053,45.18,87.49,1.291,12.991,12.31,,,15.408,2.418,-19.532,,10.386,0.056,12.513,0.086,,,13.334,,
NGC3078,G ,-26.9260706,9.9734798,2563.6,24.3,2563.6,24.3,,,12.066,0.145,E,,,,,-4.8,0.5,1.481,0.024,0.089,0.021,176.73,51.18,1.526,11.718,9.734,0.53,0.916,,,-20.987,,7.919,0.048,9.87,0.077,12.656,11.161,,0.145,0.077
NGC3087,G ,-34.2251914,9.985743,2636.7,26.2,2636.7,26.2,,,12.605,0.331,E,,,,,-4.3,0.5,1.369,0.043,0.055,0.035,46.36,37.49,1.436,12.101,,0.463,0.921,,,-20.609,,8.17,0.05,,,13.165,11.432,,0.331,0.182
NGC3081,G ,-22.8263321,9.9915342,2392.6,3.5,2386,12.4,2393.5,4.6,12.888,0.118,S0-a,B,R,,,0,0.7,1.426,0.027,0.224,0.028,70.86,59.82,1.44,12.524,,0.228,0.757,14.906,2.382,-20.061,S1h,9.003,0.138,,,13.193,12.905,,0.118,0.762
IC2539,G ,-31.3629602,10.0711644,2836.8,2.9,2842.6,28.3,2836.7,4,14.058,0.187,Sbc,,,,,3.9,0.5,1.297,0.033,0.551,0.044,24.9,80.46,1.304,12.894,11.929,,,14.764,1.87,-19.716,,10.052,0.091,12.065,0.062,,,12.936,,
IC2537,G ,-27.5708169,10.0644083,2787.8,2.6,2789,42.4,2787.8,3.8,12.805,0.071,Sc,B,,,,5,0.4,1.415,0.019,0.156,0.023,19.63,46.97,1.448,12.106,10.868,-0.022,0.547,14.312,2.206,-20.649,,9.033,0.339,11.051,0.042,12.885,12.225,,0.071,0.071
PGC029653,G ,-4.6928213,10.1835533,323.9,0.7,324,1.1,323.5,1.9,12.325,0.727,IB,B,,,,9.9,0.5,1.722,0.024,0.074,0.039,179.86,36.18,1.737,11.995,,,0.325,12.277,0.282,-13.59,,11.309,0.564,,,,11.766,,,0.18
NGC3120,G ,-34.2200151,10.0897396,2790.7,2.9,2789.8,30.3,2790.7,4.3,13.511,0.036,SABb,B,,,,4.2,0.7,1.225,0.037,0.158,0.029,6.17,47.49,1.263,12.761,11.408,0.014,0.584,14.706,1.946,-19.429,,9.716,0.047,11.616,0.029,13.641,12.771,12.654,0.036,0.036
NGC3169,G ,3.4664709,10.2374414,1231.7,5.4,1266.1,15.6,1230.3,3.2,11.254,0.09,Sa,,R,M,,1.2,0.5,1.637,0.038,0.214,0.052,48.65,56.74,1.641,10.896,8.55,0.196,0.77,12.422,1.525,-20.621,S,7.293,0.048,8.609,1.312,11.514,10.895,10.815,0.09,0.844
NGC3175,G ,-28.8719446,10.2450357,1091,2.9,1095.7,20.3,1090.8,4.1,12.074,0.086,Sab,B,,M,,2,1.6,1.72,0.019,0.431,0.024,55.11,76.17,1.733,11.248,9.75,0.146,0.741,14.553,3.304,-19.538,,7.797,0.048,9.89,0.099,12.364,11.26,10.247,0.086,0.067
NGC3157,G ,-31.6428166,10.195118,2838.7,3,2831.6,25.9,2838.9,4.3,13.914,0.206,SBc,B,,,,5,0.5,1.23,0.048,0.586,0.025,39.12,80.37,1.247,12.5,11.754,,,14.696,2.195,-20.145,,9.764,0.044,11.945,0.029,,,12.628,,
NGC3193,G ,21.8940033,10.3069121,1370.5,11.2,1393.8,10,1361,6.4,11.992,0.342,E,,,,,-4.8,0.4,1.372,0.03,0.038,0.025,,32.77,1.388,11.862,,0.441,0.912,16.938,5.077,-20.776,,8.007,0.044,,,12.452,11.022,,0.342,0.096
NGC3258E,G ,-34.9983168,10.5402479,3127,11.4,3081.9,31.5,3131,9.3,15.412,0.217,Sb,,,,,3.3,0.9,1.197,0.028,0.633,0.026,28.47,90,1.209,14.111,12.916,,,,,-19.047,,11.06,0.101,13.09,0.235,,,,,
NGC3312,G ,-27.5649583,10.6173708,2857.2,4.1,2858.8,8.5,2856,7.3,12.776,0.296,Sb,,R,,,2.9,0.4,1.52,0.021,0.489,0.026,172.35,78.44,1.533,11.752,10.411,,,15.111,3.359,-21.221,S3,8.684,0.045,10.56,0.203,,12.89,12.962,,1.072
ESO375-047,G ,-34.4048965,10.505427,3047.3,7.1,3040.8,5.3,3060.1,7.4,14.602,0.202,S0-a,,,,,-0.1,1.8,1.131,0.042,0.443,0.046,12.25,90,1.147,14.018,12.759,,,,,-19.08,,11.01,0.149,12.937,0.094,,,13.376,,
NGC3321,G ,-11.6488798,10.6473774,2488.7,1.7,2485.9,10.6,2488.9,2.5,13.67,0.416,SABc,B,R,,,5.1,0.5,1.361,0.025,0.316,0.023,29.43,63.33,1.37,12.887,11.97,,,14.225,1.338,-19.934,,10.617,0.216,12.072,0.064,,,13.661,,
NGC3361,G ,-11.2078712,10.7414375,1919.6,3.8,1925.9,4.9,1916.4,3.5,13.44,0.059,SABc,B,,,,5,1,1.349,0.025,0.46,0.023,155,73.27,1.344,12.517,11.766,,0.468,14.778,2.261,-19.625,,10.144,0.155,11.83,0.085,,12.84,12.882,,0.059
ESO437-056,G ,-32.2097864,10.7401168,2930.8,7.5,2964.1,27.3,2928.7,6.9,14.074,0.197,SBbc,B,,,,3.8,0.6,1.212,0.024,0.213,0.026,162.84,54.39,1.234,13.389,12.068,,,15.291,1.902,-19.632,,10.397,0.128,12.212,0.041,,,,,
NGC3448,G ,54.3051139,10.9109451,1372,8,1357,9,1378.8,6.1,12.408,0.104,S?,,,,,3.8,4.2,1.473,0.063,0.529,0.048,64.85,79.2,1.456,11.55,12.401,-0.277,0.309,12.762,1.212,-20.26,,9.507,0.101,12.423,0.091,14.095,11.978,11.222,0.072,0.104
NGC3414,G ,27.9750391,10.8545056,1459.7,4.3,1492.1,25.2,1459,3.8,12.056,0.104,S0,B,,M,,-2,0.6,1.426,0.032,0.29,0.028,9.35,76.87,1.427,11.926,9.822,0.503,0.905,16.963,5.037,-20.028,,8.013,0.045,9.87,0.1,12.606,11.086,,0.104,0.104
NGC3526,G ,7.1739099,11.1157283,1417.8,1.8,1420,5,1417.3,2.5,13.581,0.332,Sc,,,,,5.3,0.8,1.376,0.046,0.629,0.042,55.33,82.3,1.364,12.381,12.328,,,14.981,2.6,-19.075,,10.762,0.135,12.392,0.064,,,13.23,,
