objname,objtype,de2000,al2000,v,e_v,vopt,e_vopt,vrad,e_vrad,bt,e_bt,type,bar,ring,multiple,compactness,t,e_t,logd25,e_logd25,logr25,e_logr25,pa,incl,logdc,btc,itc,ubtc,bvtc,m21c,hic,mabs,agnclass,kt,e_kt,it,e_it,ut,vt,mfir,e_ut,e_vt
PGC920013,G ,-14.7824429,9.5116271,1813,60,1813,60,,,16.1,0.319,E,,,,,-5,2,0.755,0.065,0.047,0.034,50.14,37.02,0.797,15.799,14.195,,,,,-16.168,,12.384,0.114,14.316,0.133,,,,,
PGC920137,G ,-14.7729689,14.1613621,2329.9,5.9,2347.7,45,2329.3,7.9,16.3,0.5,Scd,,,,,7,2,0.7,0.073,0.17,0.028,50,48.26,0.725,15.645,15.411,,,16.016,0.371,-17.052,,,,15.56,0.077,,,,,
PGC921435,G ,-14.6779558,10.1837906,2355.8,39.2,2355.8,39.2,,,16.15,0.5,Sd,,,,,8,2,0.66,0.077,0.36,0.028,67,81.81,0.679,15.134,15.365,,,,,-17.451,,14.72,0.1,15.52,0.077,,,,,
PGC924123,G ,-14.4771667,12.1920083,1948.7,45,1948.7,45,,,16.06,0.5,,,,,,,,0.83,0.061,0.34,0.028,169,64.68,,15.754,,,,,,-16.5,,,,,,,,,,
PGC924727,G ,-14.428108,13.0607058,2694.8,39,2694.8,39,,,15.32,0.5,,,,,,,,1.06,0.045,0.56,0.028,67.8,77.7,,15.056,13.6,,,,,-17.916,,12.888,0.259,13.705,0.117,,,,,
PGC926277,G ,-14.3072207,14.6727128,2443.9,39.2,2443.9,39.2,,,16.45,0.354,S?,,,,,5,5,0.72,0.071,0.16,0.028,144,47.5,0.759,15.682,14.814,,,,,-17.123,,13.599,0.293,15.025,0.079,,,,,
PGC931691,G ,-13.9006389,13.0323472,2545.2,45,2545.2,45,,,15.91,0.5,,,,,,,,0.7,0.073,0.05,0.028,62,27.45,,15.673,14.907,,,,,-17.167,,,,15,0.077,,,,,
PGC932708,G ,-13.8261806,13.5661722,-24.1,67,-24.1,67,,,16.63,0.5,,,,,,,,0.574,0.084,0.058,0.027,37.43,29.57,,16.314,14.041,,,,,,,12.182,0.092,14.18,0.113,,,,,
PGC934104,G ,-13.7254444,13.0694028,3000.6,45,3000.6,45,,,16.62,0.5,,,,,,,,0.68,0.075,0.1,0.028,28,38.13,,16.383,15.199,,,,,-16.806,,,,15.29,0.087,,,,,
PGC936912,G ,-13.5183688,13.0186215,1308,3.7,1309,60,1308,5.3,15.4,0.5,S?,,,,,9,5,1,0.049,0.39,0.028,12,90,1.003,14.483,,,,14.521,0.037,-16.971,,,,,,,,,,
PGC937227,G ,-13.4950627,8.5653194,1519,42.8,1519,42.8,,,17.4,0.5,S?,,,,,3,5,0.52,0.094,0.19,0.028,87.5,52.21,0.538,16.833,14.954,,,,,-14.684,,12.698,0.068,15.075,0.075,,,,,
PGC939275,G ,-13.3407587,15.0600911,2401.6,39.2,2401.6,39.2,,,16.38,0.5,E?,,,,,-5,5,0.92,0.054,0.34,0.028,91,90,0.977,15.903,14.631,,,,,-16.867,,,,14.825,0.084,,,,,
PGC946360,G ,-12.8720691,9.3419134,1914.8,39.2,1914.8,39.2,,,16.55,0.5,S?,,,,,10,5,0.86,0.058,0.36,0.028,146,81.81,0.863,15.694,14.438,,,,,-16.373,,,,14.52,0.081,,,,,
PGC948548,G ,-12.7231762,9.3595455,1870.1,39.2,1870.1,39.2,,,16.71,0.5,E?,,,,,-5,5,0.75,0.068,0.3,0.028,2,90,0.771,16.476,15.459,,,,,-15.542,,,,15.55,0.087,,,,,
PGC952909,G ,-12.4288065,13.4192994,1170.1,5.4,1170,60,1170.2,7.7,16.03,0.5,Scd,,,,,7,2,1.12,0.042,0.7,0.028,96,82.92,1.11,14.592,15.094,,,15.309,0.717,-16.66,,,,15.18,0.073,,,,,
PGC958360,G ,-12.05025,13.3037694,2577.9,67,2577.9,67,,,16.12,0.5,,,,,,,,1.01,0.048,0.59,0.028,75,79.17,,15.84,,,,,,-17.033,,,,,,,,,,
PGC960363,G ,-11.8987,9.37139,1557.8,10.5,,,1557.8,10.5,18.91,0.5,,,,,,,,0.36,0.118,0.1,0.028,118,38.13,,18.738,,,,15.668,-3.07,-12.901,,,,,,,,,,
PGC969895,G ,-11.1086092,8.6497892,1669.3,5.7,1651,60,1669.6,7.7,15.79,0.5,S?,,,,,6,5,0.89,0.056,0.21,0.028,84,53.14,0.901,15.208,14.845,,,15.952,0.745,-16.546,,,,14.935,0.09,,,,,
PGC970397,G ,-11.0671111,12.5942667,1124.2,45,1124.2,45,,,16.87,0.5,I,,,,,10,2,0.53,0.092,0.1,0.028,55,41.94,0.542,16.509,15.083,,,,,-14.598,,13.45,0.1,15.16,0.081,,,,,
PGC970571,G ,-11.0515,12.4303889,1336.2,45,1336.2,45,,,16.33,0.5,E?,,,,,-5,5,0.56,0.088,0.09,0.028,36,52.98,0.582,16.148,,,,,,-15.306,H2,,,,,,16.3,,,0.1
PGC975705,G ,-10.6391098,13.5903973,2364.4,8.5,2316.8,39.2,2366.2,7.7,16.48,0.5,S?,,,,,7,5,1.05,0.046,0.58,0.028,58,77.71,1.048,15.213,14.796,,,15.267,0.054,-17.521,,11.295,0.207,14.895,0.075,,,,,
PGC977092,G ,-10.5276667,10.5020043,2338.4,39.2,2338.4,39.2,,,16.04,0.5,S?,,,,,1,5,0.8,0.063,0.45,0.028,143.02,81.89,0.801,15.451,14.893,,,,,-17.134,,14.036,0.12,14.98,0.077,,,,,
PGC984392,G ,-9.944521,10.6699562,2461.6,39.2,2461.6,39.2,,,16.38,0.5,S?,,,,,6,5,0.89,0.056,0.36,0.028,91,66.12,0.89,15.587,15.183,,,,,-17.111,,,,15.25,0.077,,,,,
PGC984591,G ,-9.9315556,13.1774,1165.3,36,1165.3,36,,,16.43,0.5,I,,,,,10,2,0.65,0.078,0.11,0.028,86,43.91,0.663,16.036,15.192,,,,,-15.217,,,,15.275,0.075,,,,,
PGC984749,G ,-9.9198333,10.9153389,2631.3,45,2631.3,45,,,16.53,0.5,,,,,,,,0.61,0.082,0.08,0.028,6,34.35,,16.362,15.423,,,,,-16.511,,,,15.485,0.075,,,,,
PGC986113,G ,-9.8121667,10.7678028,2372,39,2372,39,,,15.91,0.5,,,,,,,,0.94,0.053,0.51,0.028,129,75.15,,15.74,14.611,,,,,-16.884,,13.593,0.674,14.675,0.075,,,,,
PGC990590,G ,-9.4747778,13.4435139,1218.4,39,1218.4,39,,,15.54,0.5,E,,,,,-5,2,0.817,0.06,0.244,0.03,5.33,90,0.84,15.318,14.086,,,,,-16.003,,12.898,0.11,14.176,0.103,,,,,
PGC993678,G ,-9.224268,14.5132711,2587.2,39.2,2587.2,39.2,,,16.03,0.5,Sm,,,,,8.5,1.5,0.84,0.06,0.27,0.028,50,68.13,0.854,15.27,,,,,,-17.67,,,,,,,,,,
PGC995313,G ,-9.0920972,13.0156931,3175.1,39,3175.1,39,,,15.41,0.5,,,,,,,,0.98,0.05,0.4,0.028,34.5,68.8,,15.154,13.506,,,,,-18.176,,12.135,0.163,13.605,0.084,,,,,
PGC995496,G ,-9.0774323,12.8472008,2665,80,2665,80,,,16.95,0.5,,,,,,,,0.68,0.075,0.34,0.028,60,64.68,,16.74,15.894,,,,,-16.233,,,,15.975,0.075,,,,,
PGC1000732,G ,-8.6675357,14.6445365,1858.4,39.2,1858.4,39.2,,,16.74,0.5,S?,,,,,5,5,0.79,0.064,0.41,0.028,126,70.15,0.803,15.733,15.734,,,,,-16.52,,,,15.87,0.077,,,,,
PGC1001653,G ,-8.5964219,9.1610814,1813.2,42.8,1813.2,42.8,,,16.42,0.5,S?,,,,,9,5,0.64,0.079,0.08,0.028,144.5,37.64,0.659,16.029,,,,,,-15.938,,13.438,0.11,,,,,,,
PGC1001786,G ,-8.5895802,15.8019558,1865.6,39.2,1865.6,39.2,,,16.37,0.5,Scd,,,,,7,2,0.91,0.055,0.3,0.028,135,61.21,0.96,15.167,14.336,,,,,-17.131,,14.13,0.09,14.625,0.084,,,,,
PGC1003283,G ,-8.4712222,12.7974833,1039.1,63,1039.1,63,,,15.89,0.5,S0-a,,,,,-1,2,0.89,0.056,0.24,0.028,11,64.3,0.895,15.728,13.741,,,,,-15.223,,12.296,0.338,13.805,0.084,,,,,
PGC1004715,G ,-8.3585321,12.7536964,2883,3.1,2882,60,2883,4.3,15.5,0.354,SBd,B,,,,7.8,1.3,0.95,0.052,0.18,0.028,50,55.67,0.956,15.018,14.381,,,15.289,0.27,-18.11,,12.25,0.359,14.445,0.103,,,,,
PGC1013641,G ,-7.7491667,8.8670528,1555.6,45,1555.6,45,,,15.68,0.5,,,,,,,,0.731,0.073,0.129,0.027,124.46,42.8,,15.503,14.454,,,,,-16.136,,13.459,0.325,14.525,0.113,,,,,
PGC1014794,G ,-7.6824951,12.6711196,2219,6.5,,,2219,6.5,16.56,0.5,,,,,,,,0.94,0.053,0.59,0.028,29,79.17,,16.422,15.579,,,16.214,-0.209,-16.163,,13.215,0.156,15.63,0.077,,,,,
PGC1016614,G ,-7.5780278,11.9044917,1507.4,45,1507.4,45,,,16.77,0.5,,,,,,,,0.68,0.075,0.38,0.028,175,67.49,,16.57,15.244,,,,,-15.127,,14.025,0.114,15.325,0.096,,,,,
PGC1018007,G ,-7.4963056,12.7686472,2912.2,45,2912.2,45,,,15.74,0.5,,,,,,,,0.95,0.052,0.35,0.028,87,65.41,,15.581,14.248,,,,,-17.578,,,,14.305,0.079,,,,,
PGC1018807,G ,-7.4486026,8.2984693,93.2,67,93.2,67,,,16.45,0.5,,,,,,,,0.69,0.074,0.12,0.028,73.5,41.47,,15.958,13.719,,,,,,,11.77,0.112,13.935,0.079,,,,,
PGC1019240,G ,-7.4242778,12.8321861,1410.5,39,1410.5,39,,,15.52,0.5,Sm,,,,,9,2,1.05,0.046,0.58,0.028,18,90,1.04,14.316,14.108,,,,,-17.323,,13.92,0.1,14.169,0.274,,,,,
PGC1019975,G ,-7.3804064,14.4317262,2578.2,39.2,2578.2,39.2,,,15.795,0.378,S?,,,,,3,5,0.88,0.057,0.17,0.028,131,49.69,0.893,15.31,13.73,,,,,-17.63,,12.505,0.2,13.825,0.079,,,,,
PGC1023994,G ,-7.1314167,15.0329722,1708.8,45,1708.8,45,,,16.69,0.5,,,,,,,,0.56,0.088,0.12,0.028,121,41.47,,16.32,15.06,,,,,-15.795,,13.622,0.173,15.215,0.075,,,,,
PGC1024539,G ,-7.0886068,12.6624244,925.9,4.2,923,60,926,6,17.9,0.5,I,,,,,10,1.4,0.66,0.077,0.38,0.028,138,90,0.653,17.104,16.345,,,15.843,-1.261,-13.679,,13.51,0.22,16.385,0.079,,,,,
PGC1030098,G ,-6.6774,12.8659189,1450,8,1450,8,,,16.66,0.5,,,,,,,,0.73,0.07,0.12,0.028,119,41.47,,16.52,,,,,,-15.177,,,,,,,,,,
PGC1031379,G ,-6.5651152,10.0226122,2998,60,2998,60,,,16.75,0.5,Sd,,,,,8,2,0.76,0.067,0.53,0.028,37,90,0.752,15.634,15.991,,,,,-17.495,,,,16.055,0.079,,,,,
PGC1031551,G ,-6.5520542,12.427746,1230.7,3.8,1232,60,1230.7,5.4,17.63,0.5,S?,,,,,9,5,0.44,0.105,0.15,0.028,165,50.99,0.449,17.191,17.054,,,15.363,-1.828,-14.131,,,,17.125,0.161,,,,,
PGC1031692,G ,-6.5391,12.06522,1754,60,1754,60,,,16.23,0.5,S?,,,,,7,5,0.95,0.052,0.45,0.028,123,71.24,0.943,15.298,,,,,,-16.769,,,,,,,,,,
PGC1032198,G ,-6.4954167,13.0868153,1373.3,45,1373.3,45,,,,,,,,M,,,,,,,,30,,,,,,,,,,,12.488,0.176,,,,,,,
PGC1032220,G ,-6.492981,12.0743999,90,123,90,123,,,17.8,0.5,,,,,,,,0.47,0.1,0.21,0.028,119,53.14,,17.685,16.345,,,,,,,,,16.395,0.09,,,,,
PGC1032269,G ,-6.4892,12.43072,1211,6.5,,,1211,6.5,17.78,0.5,,,,,,,,0.62,0.081,0.23,0.028,167,55.23,,17.613,,,,17.144,-0.469,-13.639,,,,,,,,,,
PGC1033324,G ,-6.3964583,15.0413486,1972.6,45,1972.6,45,,,15.86,0.5,,,,,,,,0.79,0.064,0.28,0.028,17.5,59.9,,15.511,14.195,,,,,-16.873,,12.638,0.285,14.34,0.077,,,,,
PGC1034070,G ,-6.3319025,10.1360822,330,64,330,64,,,17.06,0.5,,,,,,,,0.62,0.081,0.4,0.028,152,68.8,,16.915,16.578,,,,,,,,,16.64,0.081,,,,,
PGC1034245,G ,-6.3172569,10.8670047,2499,50.3,2499,50.3,,,18.29,0.356,,,,,,,,0.37,0.116,0.1,0.028,128,38.13,,18.148,16.704,,,,,-14.621,,,,16.755,0.072,,,,,
PGC1034827,G ,-6.270288,9.9195857,795.9,24,1020.4,49.8,791,7.4,15.645,0.375,I,,,,,10,1.4,1.014,0.051,0.37,0.028,55,84.29,1.016,14.778,,,,16.174,1.395,-15.406,,12.9,0.21,,,,,,,
PGC1035815,G ,-6.1835494,10.7939224,270,89,270,89,,,17.96,0.5,,,,,,,,0.5,0.096,0.27,0.028,47,59.02,,17.797,15.809,,,,,,,14.498,0.092,15.88,0.077,,,,,
PGC1035882,G ,-6.1787134,11.781366,3241.4,49.8,3241.4,49.8,,,16.75,0.356,,,,,,,,0.77,0.066,0.29,0.028,106,60.75,,16.593,16.07,,,,,-16.764,,,,16.125,0.075,,,,,
PGC1035899,G ,-6.1765993,11.6949932,1887.4,53.9,1887.4,53.9,,,17.12,0.357,E,,,,,-5,2,0.6,0.083,0.03,0.028,,29.5,0.625,16.927,15.688,,,,,-15.281,,,,15.76,0.073,,,,,
PGC1036197,G ,-6.1507389,10.1892207,60,123,60,123,,,18.38,0.5,,,,,,,,0.46,0.102,0.26,0.028,29,58.12,,18.23,16.139,,,,,,,,,16.205,0.073,,,,,
PGC1037046,G ,-6.0754494,14.0602968,2609,60,2609,60,,,18.42,0.5,S?,,,,,9,5,0.4,0.111,0.24,0.028,165,64.13,0.402,17.851,17.006,,,,,-15.122,,,,17.06,0.077,,,,,
PGC1037109,G ,-6.0695349,13.8565941,3028,60,3028,60,,,16.55,0.5,S?,,,,,7,5,0.75,0.068,0.47,0.028,36,72.33,0.743,15.571,15.134,,,,,-17.704,,13,0.237,15.19,0.074,,,,,
PGC1037218,G ,-6.0621667,12.8434167,60,89,60,89,,,17.22,0.5,,,,,,,,0.44,0.105,0.09,0.028,65,36.3,,17.069,15.284,,,,,,,13.38,0.104,15.35,0.081,,,,,
PGC1038224,G ,-5.976007,10.3138601,150,64,150,64,,,18.04,0.5,,,,,,,,0.45,0.103,0.25,0.028,103,57.19,,17.817,15.508,,,,,,,13.975,0.064,15.605,0.072,,,,,
PGC1039585,G ,-5.8572531,11.6884367,1826.1,58.7,1826.1,58.7,,,16.965,0.361,,,,,,,,0.82,0.062,0.38,0.028,27,67.49,,16.746,15.657,,,,,-15.369,,,,15.745,0.075,,,,,
PGC1039587,G ,-5.857,12.094305,60,89,60,89,,,19.22,0.5,,,,,,,,0.64,0.079,0.48,0.028,88,73.54,,19.08,,,,,,,,,,,,,,,,
PGC1039919,G ,-5.8278,10.55916,270,89,270,89,,,18.32,0.5,,,,,,,,0.35,0.119,0.07,0.028,112,32.24,,18.129,,,,,,,,,,,,,,,,
PGC1040180,G ,-5.8063134,13.4564782,2159,286,2159,286,,,18.08,0.5,,,,,,,,0.43,0.106,0.2,0.028,150,52.05,,17.92,17.424,,,,,-14.627,,,,17.485,0.072,,,,,
PGC1040545,G ,-5.7771111,13.4584167,959,286,959,286,,,17.98,0.5,I,,,,,10,2,0.37,0.116,0.15,0.028,49,50.99,0.377,17.558,16.142,,,,,-13.31,,13.942,0.095,16.205,0.09,,,,,
PGC1041550,G ,-5.6931944,17.3731153,1622.3,3.8,1628.7,38.5,1622.2,5.4,17.36,0.5,S?,,,,,7,5,0.72,0.071,0.46,0.028,140,71.79,0.968,13.7,13.884,,,13.713,0.013,-18.367,,12.811,0.501,15.13,0.087,,,,,
PGC1041716,G ,-5.6785,10.23324,120,89,120,89,,,17.84,0.5,,,,,,,,0.44,0.105,0.21,0.028,143,53.14,,17.672,,,,,,,,,,,,,,,,
PGC1041850,G ,-5.6662661,10.8916866,30,89,30,89,,,18.12,0.5,,,,,,,,0.41,0.11,0.16,0.028,60,47.21,,17.993,16.704,,,,,,,14.716,0.11,16.76,0.071,,,,,
PGC1044693,G ,-5.442103,13.1811062,150,89,150,89,,,17.98,0.5,,,,,,,,0.39,0.113,0.22,0.028,74,54.21,,17.816,16.224,,,,,,,,,16.295,0.079,,,,,
PGC1045136,G ,-5.4053734,11.0732347,210,89,210,89,,,18.3,0.5,,,,,,,,0.37,0.116,0.18,0.028,61,49.72,,18.083,16.94,,,,,,,13.802,0.091,17.035,0.103,,,,,
PGC1046310,G ,-5.3196224,11.6016361,210,64,210,64,,,17.96,0.5,,,,,,,,0.45,0.103,0.26,0.028,165,58.12,,17.745,17.106,,,,,,,,,17.2,0.175,,,,,
PGC1046766,G ,-5.2868133,10.2525929,1332.3,39.2,1332.3,39.2,,,16.813,0.295,,,,,,,,0.68,0.075,0.26,0.028,76,58.12,,16.628,15.499,,,,,-14.761,,,,15.575,0.075,,,,,
PGC1046934,G ,-5.2758276,10.5534168,60,64,60,64,,,18.21,0.5,,,,,,,,0.42,0.108,0.14,0.028,177,44.48,,18.031,,,,,,,,15.053,0.143,,,,,,,
PGC1048719,G ,-5.1450694,14.1573944,3129.8,45,3129.8,45,,,15.79,0.5,,,,,,,,0.718,0.068,0.31,0.028,63.32,62.39,,15.631,14.042,,,,,-17.727,,12.324,0.126,14.098,0.086,,,,,
PGC1049381,G ,-5.0961051,10.1401741,2188,286,2188,286,,,18.01,0.5,,,,,,,,0.47,0.1,0.11,0.028,50,39.85,,17.794,16.309,,,,,-14.673,,,,16.395,0.075,,,,,
PGC1050701,G ,-4.9951652,11.1932883,90,64,90,64,,,17.79,0.5,,,,,,,,0.5,0.096,0.37,0.028,66,66.81,,17.617,,,,,,,,12.394,0.134,,,,,,,
PGC1051469,G ,-4.9395957,13.060125,2602.3,58.7,2602.3,58.7,,,17.94,0.367,,,,,,,,0.49,0.098,0.22,0.028,136,54.21,,17.747,17.097,,,,,-15.193,,,,17.17,0.074,,,,,
PGC1051734,G ,-4.9184275,11.4725235,959,64,959,64,,,17.3,0.5,,,,,,,,0.47,0.1,0.15,0.028,141,45.87,,17.079,17.542,,,,,-13.615,,16.155,0.306,17.635,0.096,,,,,
PGC1051736,G ,-4.9182555,13.0100134,30,89,30,89,,,16.91,0.5,,,,,,,,0.62,0.081,0.23,0.028,110,55.23,,16.763,13.96,,,,,,,,,14.025,0.075,,,,,
PGC1052021,G ,-4.897,12.45797,1406,6.5,,,1406,6.5,17.31,0.5,,,,,,,,0.72,0.071,0.32,0.028,128,63.17,,17.072,,,,16.565,-0.507,-14.567,,,,,,,,,,
PGC1052151,G ,-4.8872989,11.5769305,180,64,180,64,,,17.74,0.5,,,,,,,,0.59,0.085,0.35,0.028,24,65.41,,17.544,16.879,,,,,,,,,16.965,0.079,,,,,
PGC1052160,G ,-4.8885,12.9804528,1315.8,5.7,1323.9,45,1315.6,8,15.3,0.5,I,,,,,10,2,0.98,0.05,0.37,0.028,178,84.29,0.976,14.501,14.646,,,15.613,1.112,-17.016,,,,14.695,0.071,,,,,
PGC1053624,G ,-4.7772181,11.3722221,989.4,5.8,1012,60,989,7.7,17.23,0.5,S?,,,,,10,5,0.69,0.074,0.18,0.028,93,55.67,0.703,16.677,,,,15.501,-1.176,-14.106,,,,,,,,,,
PGC1055093,G ,-4.6660679,12.7748701,3238,123,3238,123,,,18.62,0.5,,,,,,,,0.4,0.111,0.2,0.028,167,52.05,,18.457,17.633,,,,,-14.928,,,,17.69,0.074,,,,,
PGC1055108,G ,-4.6648542,12.9455194,60,64,60,64,,,18.07,0.5,,,,,,,,0.38,0.114,0.19,0.028,146,50.91,,17.967,,,,,,,,,,,,,,,,
PGC1055115,G ,-4.6641944,12.9405667,30,286,30,286,,,18.22,0.5,,,,,,,,0.54,0.091,0.45,0.028,66,71.85,,18.127,,,,,,,,13.676,0.146,,,,,,,
PGC1055530,G ,-4.6323159,11.9045288,3298,89,3298,89,,,17.96,0.5,,,,,,,,0.52,0.094,0.28,0.028,63,59.9,,17.828,16.732,,,,,-15.583,,,,16.775,0.075,,,,,
PGC1055685,G ,-4.6208234,14.2862325,1715.2,49.9,1715.2,49.9,,,15.73,0.388,,,,,,,,0.83,0.061,0.2,0.028,164,52.05,,15.535,14.597,,,,,-16.58,,12.365,0.226,14.675,0.075,,,,,
PGC1055748,G ,-4.6167752,13.030269,3238,89,3238,89,,,17.07,0.5,,,,,,,,0.57,0.087,0.08,0.028,146,34.35,,16.899,15.394,,,,,-16.486,,,,15.455,0.096,,,,,
PGC1056512,G ,-4.5605,13.014525,120,64,120,64,,,18.12,0.5,,,,,,,,0.44,0.105,0.09,0.028,101,36.3,,17.991,,,,,,,,,,,,,,,,
PGC1056625,G ,-4.5533889,12.2173028,1229,64,1229,64,,,16.01,0.397,E,,,,,-5,2,0.661,0.074,0.03,0.028,,29.5,0.687,15.824,14.314,,,,,-15.498,,13.183,0.259,14.388,0.086,,,,,
PGC1056709,G ,-4.5478739,11.5476734,60,64,60,64,,,17.63,0.5,,,,,,,,0.47,0.1,0.17,0.028,155,48.49,,17.396,15.207,,,,,,,14.9,0.115,15.31,0.071,,,,,
PGC1057009,G ,-4.5267322,12.466823,30,89,30,89,,,17.97,0.5,,,,,,,,0.41,0.11,0.13,0.028,123,43.01,,17.76,14.418,,,,,,,12.607,0.039,14.51,0.073,,,,,
PGC1057048,G ,-4.5243127,12.8611176,90,64,90,64,,,17.8,0.5,,,,,,,,,,,,,,,17.695,16.829,,,,,,,13.908,0.163,16.875,0.103,,,,,
PGC1057500,G ,-4.4893819,13.0233302,3141,22,3141,22,,,17.34,0.5,,,,,,,,0.51,0.095,0.03,0.028,,21.41,,17.185,15.48,,,,,-16.146,,14.002,0.099,15.535,0.079,,,,,
PGC1059126,G ,-4.3702157,10.6323173,2340,60,2340,60,,,18.1,0.367,,,,,,,,0.39,0.113,0.04,0.028,,24.64,,17.819,16.512,,,,,-14.805,,,,16.625,0.075,,,,,
PGC1059300,G ,-4.3606495,13.0000612,539.6,89,539.6,89,,,17.66,0.5,I,,,,,10,2,0.81,0.062,0.33,0.028,171,76.5,0.808,16.924,15.506,,,,,-12.886,,,,15.56,0.093,,,,,
PGC1059326,G ,-4.3588333,14.2546611,2742,16.4,2903.2,44,2738.9,6.1,15.23,0.388,S?,,,,,5.8,4.2,1.02,0.048,0.36,0.028,15.5,66.23,1.02,14.44,14.119,,,14.092,-0.349,-18.994,,13.312,0.307,14.185,0.079,,,,,
PGC1059517,G ,-4.3451957,14.2424416,2706.8,45,2706.8,45,,,15.45,0.5,,,,,,,,1,0.049,0.32,0.028,45,63.17,,15.266,14.381,,,,,-17.771,,13.371,0.311,14.45,0.074,,,,,
PGC1060213,G ,-4.2964319,13.0101142,30,64,30,64,,,18.2,0.5,,,,,,,,0.44,0.105,0.15,0.028,66,45.87,,18.075,16.92,,,,,,,,,16.975,0.161,,,,,
PGC1060528,G ,-4.2734978,12.3928354,2039,64,2039,64,,,17.11,0.5,I,,,,,10,2,0.58,0.086,0.18,0.028,32,55.67,0.588,16.614,15.644,,,,,-15.77,,12.855,0.517,15.715,0.079,,,,,
PGC1062175,G ,-4.1497852,12.6893662,3118.4,7.6,3058,64,3119.3,7.9,16.35,0.5,S?,,,,,7,5,0.94,0.053,0.49,0.028,142,73.39,0.936,15.299,15.408,,,16.321,1.022,-18.004,,,,15.48,0.081,,,,,
PGC1062224,G ,-4.1463911,12.9209228,3028,89,3028,89,,,17.21,0.5,,,,,,,,0.68,0.075,0.4,0.028,58,68.8,,17.095,15.653,,,,,-16.151,,,,15.69,0.074,,,,,
PGC1062613,G ,-4.1188226,12.6874943,3088,64,3088,64,,,17.34,0.5,,,,,,,,0.56,0.088,0.33,0.028,88,63.94,,17.149,15.9,,,,,-16.125,,,,15.97,0.077,,,,,
PGC1063117,G ,-4.08201,11.8506618,3293.9,49.8,3293.9,49.8,,,15.925,0.364,,,,,,,,0.99,0.049,0.45,0.028,41,71.85,,15.746,15.001,,,,,-17.665,,12.87,0.143,15.065,0.079,,,,,
PGC1063280,G ,-4.0693889,12.8458833,30,89,30,89,,,17.43,0.5,,,,,,,,0.7,0.073,0.52,0.028,176,75.67,,17.321,15.392,,,,,,,12.986,0.13,15.44,0.081,,,,,
PGC1063283,G ,-4.0693232,10.2196479,30,89,30,89,,,18,0.5,,,,,,,,0.46,0.102,0.19,0.028,18,50.91,,17.854,15.656,,,,,,,13.38,0.28,15.72,0.073,,,,,
PGC1063318,G ,-4.0665949,13.2740827,3145.2,49.8,3145.2,49.8,,,18.08,0.354,,,,,,,,0.47,0.1,0.35,0.028,94,65.41,,17.893,17.201,,,,,-15.438,,,,17.27,0.212,,,,,
PGC1063319,G ,-4.0668031,10.3275686,150,64,150,64,,,16.03,0.5,,,,,,,,0.8,0.063,0.13,0.028,107,43.01,,15.843,12.719,,,,,,,11.485,0.256,12.8,0.073,,,,,
PGC1063652,G ,-4.0423478,11.8359557,1677.3,45,1677.3,45,,,16.81,0.5,Sab,,,,,1.5,2.9,0.49,0.098,0.26,0.028,159,61.47,0.498,16.322,15.069,,,,,-15.646,,12.241,0.131,15.155,0.079,,,,,
PGC1063838,G ,-4.0298597,10.4945793,240,286,240,286,,,17.39,0.5,,,,,,,,0.76,0.067,0.5,0.028,4,74.62,,17.203,16.044,,,,,,,13.81,0.226,16.125,0.075,,,,,
PGC1063855,G ,-4.0286,13.93536,3238,89,3238,89,,,17.81,0.5,,,,,,,,0.7,0.073,0.55,0.028,124,77.2,,17.653,,,,,,-15.759,,,,,,,,,,
PGC1064052,G ,-4.0145802,12.8502089,2364,54,2364,54,,,18.265,0.355,,,,,,,,0.43,0.106,0.18,0.028,97,49.72,,18.133,17.182,,,,,-14.601,,,,17.23,0.073,,,,,
PGC1064066,G ,-4.01365,11.87597,1584.2,49.9,1584.2,49.9,,,18.205,0.354,,,,,,,,0.38,0.114,0.1,0.028,38,38.13,,18.064,,,,,,-13.799,,,,,,,,,,
PGC1065416,G ,-3.903564,14.020892,3267.7,39.2,3267.7,39.2,,,16.055,0.448,S?,,,,,5,5,0.81,0.062,0.36,0.028,,66.72,0.814,15.239,14.696,,,,,-18.199,,13.889,0.094,14.78,0.081,,,,,
PGC1066570,G ,-3.8105191,12.5157489,2046.7,58.7,2046.7,58.7,,,18.585,0.358,,,,,,,,0.41,0.11,0.2,0.028,43,52.05,,18.405,17.025,,,,,-14.02,,13.4,0.124,17.095,0.144,,,,,
PGC1066700,G ,-3.7999697,10.4907026,120,286,120,286,,,18.22,0.5,,,,,,,,0.38,0.114,0.06,0.028,16,29.96,,18.035,16.469,,,,,,,,,16.55,0.087,,,,,
PGC1067808,G ,-3.7125558,14.2179199,2039,123,2039,123,,,17.73,0.5,,,,,,,,0.63,0.08,0.33,0.028,174,63.94,,17.453,17.047,,,,,-15.014,,,,17.16,0.081,,,,,
PGC1069207,G ,-3.5977596,14.5031274,690,123,690,123,,,18.43,0.5,,,,,,,,0.43,0.106,0.13,0.028,21,43.01,,18.02,16.388,,,,,-12.383,,14.51,0.37,16.565,0.084,,,,,
PGC1069303,G ,-3.5903111,11.572358,22.8,24,22.8,24,,,18.795,0.298,,,,,,,,0.445,0.102,0.31,0.028,31.72,62.39,,18.632,16.774,,,,,,,14.574,0.111,16.846,0.223,20.32,,,0.127,
