                  objname , objtype ,     de2000 ,     al2000 ,        v ,      e_v ,     vopt ,   e_vopt ,     vrad ,   e_vrad ,     bt ,   e_bt ,  type ,  bar ,  ring ,  multiple , compactness ,     t ,   e_t ,   logd25 , e_logd25 ,   logr25 , e_logr25 ,     pa ,   incl ,    logdc ,    btc ,    itc ,   ubtc ,   bvtc ,   m21c ,    hic ,   mabs , agnclass ,     kt ,  e_kt ,     it ,   e_it ,     ut ,     vt ,   mfir ,  e_ut ,  e_vt ,</strong>
  PGC214460                   , G       ,   41.38517 ,   16.09497 ,     1933 ,        6 ,     1933 ,        6 ,          ,          ,  17.40 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   1.4 ,     0.59 ,     0.32 ,     0.25 ,     0.10 ,        ,   66.0 ,     0.59 ,  16.89 ,        ,        ,        ,        ,        , -15.66 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC214509                   , G       ,   20.21091 ,   16.52172 ,     2464 ,       60 ,     2464 ,       60 ,          ,          ,        ,        ,       ,      ,       ,           ,             ,       ,       ,     0.60 ,     0.31 ,     0.25 ,     0.10 ,        ,   57.5 ,          ,        ,        ,        ,        ,        ,        ,        ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC214534                   , G       ,   21.09522 ,   16.78638 ,     2686 ,       42 ,     2686 ,       42 ,          ,          ,  17.10 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   1.4 ,     0.66 ,     0.13 ,     0.56 ,     0.12 ,   10.1 ,   90.0 ,     0.66 ,  15.84 ,  16.63 ,        ,        ,        ,        , -17.32 ,          ,        ,       ,  16.72 ,   0.12 , 17.306 ,        ,        , 0.022 ,       ,
  PGC028731                   , G       ,   68.59292 ,    9.95079 ,      216 ,       13 ,      221 ,        3 ,      151 ,       11 ,  15.66 ,   0.03 , S?    ,      ,       ,           ,             ,   4.5 ,   5.6 ,     0.51 ,     0.24 ,     0.01 ,     0.06 ,        ,   13.6 ,     0.54 ,  15.32 ,        ,        ,        ,  13.50 ,  -1.82 , -12.50 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  KDG061EM                    , G       ,   68.59833 ,    9.95208 ,     -123 ,        6 ,     -123 ,        6 ,          ,          ,  18.80 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   2.0 ,          ,          ,          ,          ,        ,        ,          ,  18.48 ,        ,        ,        ,        ,        ,        ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  SDSSJ105120.69+654054.5     , G       ,   65.68187 ,   10.85573 ,     3225 ,        2 ,     3225 ,        2 ,          ,          ,  18.16 ,   0.35 , Sm    ,      ,       ,           ,             ,   8.5 ,   3.8 ,     0.63 ,     0.28 ,     0.38 ,     0.10 ,   67.5 ,   90.0 ,     0.62 ,  17.39 ,  17.15 ,        ,        ,        ,        , -16.13 ,          ,        ,       ,  17.18 ,   0.06 , 19.083 ,        ,        , 0.074 ,       ,
  UGC04159                    , G       ,   61.41314 ,    8.03086 ,     1605 ,       12 ,     1591 ,        6 ,     1625 ,        7 ,  13.86 ,   0.32 , Sc    ,      ,       ,           ,             ,   5.0 ,   2.4 ,     0.92 ,     0.11 ,     0.27 ,     0.06 ,   91.7 ,   59.1 ,     0.94 ,  13.10 ,  12.98 ,        ,        ,        ,        , -19.01 ,          ,  11.53 , 0.043 ,  13.12 ,   0.08 ,        ,        ,        ,       ,       ,
  UGC04169                    , G       ,   61.38791 ,    8.04251 ,     1603 ,        6 ,     1607 ,        2 ,     1589 ,        4 ,  13.42 ,   0.32 , Sc    ,      ,       ,           ,             ,   5.8 ,   0.5 ,     1.18 ,     0.05 ,     0.32 ,     0.03 ,  139.0 ,   63.1 ,     1.19 ,  12.57 ,  12.42 ,        ,        ,  14.25 ,   1.68 , -19.90 ,          , 11.041 , 0.047 ,  12.54 ,   0.05 ,        ,  13.32 ,  13.20 ,       ,   0.1 ,
  UGC05689                    , G       ,   73.88542 ,   10.51275 ,     2826 ,        5 ,     2811 ,       20 ,     2827 ,        6 ,  15.32 ,   0.32 , Sc    ,      ,       ,           ,             ,   6.4 ,   0.8 ,     1.13 ,     0.04 ,     0.50 ,     0.03 ,  153.3 ,   74.3 ,     1.14 ,  14.12 ,        ,        ,        ,  15.17 ,   1.05 , -19.16 ,          , 11.637 , 0.166 ,        ,        ,        ,        ,  13.51 ,       ,       ,
  NGC3252                     , G       ,   73.76501 ,   10.57309 ,     1149 ,        4 ,     1146 ,        8 ,     1150 ,        6 ,  14.10 ,   0.33 , SBcd  , B    ,       ,           ,             ,   7.4 ,   0.8 ,     1.27 ,     0.07 ,     0.45 ,     0.07 ,   36.2 ,   90.0 ,     1.30 ,  12.80 ,        ,        ,        ,  14.31 ,   1.51 , -18.74 ,          , 10.271 , 0.056 ,        ,        ,        ,        ,  13.07 ,       ,       ,
  UGC06757                    , G       ,   61.33501 ,   11.78310 ,       82 ,        3 ,       82 ,        3 ,          ,          ,  18.82 ,   2.63 , Sm    ,      ,       ,           ,             ,   9.0 ,   0.9 ,     0.94 ,     0.10 ,     0.26 ,     0.06 ,  140.0 ,   67.1 ,     0.94 ,  18.22 ,  18.73 ,        ,        ,        ,        , -10.10 ,          ,        ,       ,  18.78 ,   2.19 , 18.625 ,        ,        , 0.691 ,       ,
  UGC06814                    , G       ,   64.35037 ,   11.84392 ,     3053 ,        5 ,     3055 ,        4 ,     3032 ,       12 ,  16.97 ,   0.35 , Sd    ,      ,       ,           ,             ,   8.0 ,   0.5 ,     0.96 ,     0.09 ,     0.36 ,     0.05 ,    9.6 ,   82.2 ,     0.95 ,  16.25 ,  16.24 ,        ,        ,  15.95 ,  -0.30 , -17.16 ,          ,        ,       ,  16.27 ,   0.08 , 17.834 ,        ,        , 0.102 ,       ,
  UGC07242                    , G       ,   66.09469 ,   12.23567 ,       64 ,        2 ,       62 ,        3 ,       67 ,        5 ,  14.92 ,   0.32 , Sc    ,      ,       ,           ,             ,   6.5 ,   1.5 ,     1.15 ,     0.11 ,     0.34 ,     0.06 ,  172.0 ,   64.7 ,     1.15 ,  14.23 ,        ,        ,        ,  15.27 ,   1.04 , -14.45 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  UGC07238                    , G       ,   74.50140 ,   12.23183 ,     1702 ,       14 ,     1744 ,       15 ,     1693 ,        7 ,  16.00 ,   0.50 , Sc    ,      ,       ,           ,             ,   5.9 ,   0.4 ,     1.12 ,     0.05 ,     0.87 ,     0.06 ,   47.0 ,   90.0 ,     1.10 ,  14.38 ,        ,        ,        ,  15.21 ,   0.83 , -17.92 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  NGC4221                     , G       ,   66.23084 ,   12.26663 ,     1315 ,        1 ,     1315 ,        1 ,          ,          ,  13.32 ,   0.40 , S0-a  , B    , R     ,           ,             ,  -1.1 ,   0.5 ,     1.27 ,     0.06 ,     0.18 ,     0.04 ,   24.3 ,   56.7 ,     1.27 ,  13.23 ,  11.60 ,        ,        ,        ,        , -18.58 ,          ,  9.112 ,  0.04 ,  11.63 ,   0.16 , 14.545 ,        ,        , 0.111 ,       ,
  NGC4256                     , G       ,   65.89829 ,   12.31196 ,     2529 ,        5 ,     2568 ,       59 ,     2529 ,        6 ,  12.68 ,   0.33 , Sb    ,      ,       ,           ,             ,   2.9 ,   0.6 ,     1.59 ,     0.04 ,     0.71 ,     0.06 ,   41.0 ,   90.0 ,     1.57 ,  11.63 ,  10.82 ,        ,        ,  15.15 ,   3.52 , -21.39 ,          ,  8.333 , 0.038 ,  10.88 ,   0.10 ,        ,        ,  13.46 ,       ,       ,
  NGC4332                     , G       ,   65.84379 ,   12.37966 ,     2765 ,        1 ,     2764 ,        2 ,     2771 ,        9 ,  13.22 ,   0.34 , SBa   , B    , R     ,           ,             ,   1.1 ,   0.5 ,     1.29 ,     0.06 ,     0.14 ,     0.04 ,  137.0 ,   46.7 ,     1.30 ,  12.96 ,  11.62 ,        ,        ,  16.93 ,   3.96 , -20.25 ,          ,  9.261 , 0.045 ,  11.66 ,   0.35 , 15.169 ,        ,  10.93 , 0.076 ,       ,
  NGC4441                     , G       ,   64.80154 ,   12.45566 ,     2663 ,        3 ,     2663 ,        3 ,          ,          ,  13.34 ,   0.06 , S0-a  , B    ,       , M         ,             ,  -1.0 ,   0.5 ,     1.62 ,     0.04 ,     0.14 ,     0.04 ,  171.3 ,   50.3 ,     1.62 ,  13.21 ,  12.30 ,   0.25 ,   0.60 ,        ,        , -19.23 ,          , 10.055 , 0.072 ,  12.34 ,   0.19 , 14.917 , 12.667 ,  12.18 , 0.218 ,  0.06 ,
  NGC4510                     , G       ,   64.23378 ,   12.52978 ,     2732 ,       60 ,     2732 ,       60 ,          ,          ,  14.07 ,   0.29 , E     , B    , R     ,           ,             ,  -4.8 ,   0.5 ,     1.16 ,     0.07 ,     0.24 ,     0.06 ,  151.5 ,   90.0 ,     1.17 ,  13.94 ,  12.59 ,        ,        ,        ,        , -19.25 ,          , 10.274 , 0.054 ,  12.63 ,   0.09 , 15.385 ,        ,        , 0.005 ,       ,
  NGC4513                     , G       ,   66.33261 ,   12.53375 ,     2286 ,        1 ,     2286 ,        1 ,          ,          ,  13.99 ,   0.28 , S0    , B    , R     ,           ,             ,  -2.0 ,   0.4 ,     1.31 ,     0.08 ,     0.18 ,     0.05 ,   15.7 ,   59.3 ,     1.31 ,  13.88 ,  12.56 ,        ,        ,        ,        , -18.99 ,          , 10.268 , 0.073 ,  12.59 ,   0.06 , 15.493 ,        ,        , 0.079 ,       ,
  UGC07700                    , G       ,   63.87768 ,   12.54274 ,     2966 ,        2 ,     2964 ,        2 ,     2971 ,        5 ,  16.10 ,   2.59 , Sd    , B    ,       , M         , D           ,   7.9 ,   0.7 ,     1.18 ,     0.04 ,     0.16 ,     0.03 ,   83.8 ,   52.1 ,     1.18 ,  15.73 ,  17.08 ,        ,        ,  15.23 ,  -0.49 , -17.63 ,          , 12.776 , 0.216 ,  17.12 ,   2.87 , 16.246 ,        ,        , 0.298 ,       ,
  UGC07745                    , G       ,   73.66669 ,   12.57735 ,     1187 ,        3 ,     1188 ,       42 ,     1187 ,        4 ,  17.00 ,   0.50 , I     ,      ,       ,           ,             ,   9.8 ,   0.5 ,     0.91 ,     0.10 ,     0.18 ,     0.03 ,   15.0 ,   56.2 ,     0.91 ,  16.57 ,        ,        ,        ,  17.36 ,   0.79 , -15.07 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  NGC4521                     , G       ,   63.93921 ,   12.54657 ,     2516 ,        4 ,     2516 ,        1 ,     2480 ,        9 ,  12.97 ,   0.32 , S0-a  , B    ,       ,           ,             ,  -0.2 ,   0.7 ,     1.41 ,     0.06 ,     0.71 ,     0.06 ,  166.2 ,   90.0 ,     1.39 ,  12.71 ,  11.65 ,        ,        ,  16.89 ,   4.17 , -20.32 ,          ,  9.112 ,  0.04 ,  11.69 ,   0.06 , 14.835 ,        ,        , 0.024 ,       ,
  NGC4648                     , G       ,   74.42086 ,   12.69567 ,     1453 ,       38 ,     1453 ,       38 ,          ,          ,  12.95 ,   0.10 , E     ,      , R     ,           ,             ,  -4.9 ,   0.3 ,     1.15 ,     0.04 ,     0.08 ,     0.03 ,   72.8 ,   49.5 ,     1.16 ,  12.83 ,        ,   0.51 ,   0.89 ,        ,        , -19.19 ,          ,  8.894 , 0.054 ,        ,        , 13.465 , 12.025 ,        ,   0.1 ,   0.1 ,
  UGC07908                    , G       ,   73.61331 ,   12.72724 ,     1667 ,        4 ,     1666 ,       35 ,     1667 ,        6 ,  15.23 ,   0.32 , Sc    ,      ,       ,           ,             ,   5.9 ,   0.5 ,     1.13 ,     0.04 ,     0.62 ,     0.03 ,   50.3 ,   80.6 ,     1.11 ,  14.08 ,        ,        ,        ,  16.87 ,   2.79 , -17.60 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  UGC08052                    , G       ,   73.17834 ,   12.91473 ,     1544 ,        3 ,     1552 ,       50 ,     1543 ,        4 ,  14.30 ,   0.33 , Sc    ,      ,       ,           ,             ,   4.7 ,   1.6 ,     1.25 ,     0.03 ,     0.62 ,     0.03 ,  153.5 ,   83.1 ,     1.23 ,  13.22 ,        ,        ,        ,  15.37 ,   2.15 , -19.01 ,          , 11.106 , 0.256 ,        ,        ,        ,        ,  13.78 ,       ,       ,
  UGC08059                    , G       ,   63.61196 ,   12.93172 ,     2768 ,       27 ,     2768 ,       27 ,          ,          ,  14.53 ,   0.32 , Sab   ,      ,       ,           ,             ,   2.0 ,   1.4 ,     1.09 ,     0.09 ,     0.72 ,     0.06 ,   74.0 ,   90.0 ,     1.07 ,  13.69 ,        ,        ,        ,        ,        , -19.55 ,          ,  10.22 , 0.052 ,        ,        ,        ,        ,  11.88 ,       ,       ,
  UGC08684                    , G       ,   60.77691 ,   13.70445 ,     2201 ,        4 ,     2204 ,        3 ,     2193 ,        4 ,  14.51 ,   0.29 , Sc    ,      ,       ,           ,             ,   5.9 ,   0.5 ,     1.05 ,     0.06 ,     0.37 ,     0.03 ,   29.7 ,   66.8 ,     1.04 ,  13.78 ,  13.24 ,        ,        ,  16.00 ,   2.22 , -18.49 ,          , 10.721 , 0.094 ,  13.27 ,   0.13 , 15.765 ,        ,        , 0.143 ,       ,
  UGC08714                    , G       ,   60.37087 ,   13.77479 ,     2050 ,        7 ,     2054 ,       24 ,     2050 ,       10 ,  15.87 ,   0.72 , IAB   , B    ,       ,           ,             ,   9.9 ,   0.4 ,     1.03 ,     0.05 ,     0.08 ,     0.03 ,  155.0 ,   36.7 ,     1.03 ,  15.66 ,  14.19 ,        ,        ,  16.11 ,   0.45 , -17.00 ,          ,        ,       ,  14.22 ,   0.10 , 16.447 ,        ,        , 0.025 ,       ,
  UGC10140                    , G       ,   18.72111 ,   16.03045 ,     2625 ,        4 ,     2614 ,        8 ,     2627 ,        3 ,  17.58 ,   0.43 , I     ,      ,       ,           ,             ,   9.8 ,   0.5 ,     0.87 ,     0.09 ,     0.03 ,     0.07 ,        ,   24.7 ,     0.90 ,  17.20 ,  16.44 ,        ,        ,  16.47 ,  -0.72 , -15.90 ,          ,        ,       ,  16.58 ,   0.24 , 18.182 ,        ,        , 0.051 ,       ,
  UGC10194                    , G       ,   63.71293 ,   16.06772 ,      870 ,        4 ,      869 ,       60 ,      870 ,        6 ,  16.00 ,   0.50 , Scd   ,      ,       ,           ,             ,   6.8 ,   0.6 ,     1.19 ,     0.03 ,     0.84 ,     0.03 ,   49.6 ,   90.0 ,     1.17 ,  14.46 ,        ,        ,        ,  14.56 ,   0.11 , -17.65 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  UGC10175                    , G       ,   30.71479 ,   16.07714 ,      803 ,        5 ,      799 ,        2 ,      816 ,        4 ,  15.72 ,   0.29 , I     , B    ,       , M         ,             ,   9.7 ,   1.0 ,     1.00 ,     0.04 ,     0.35 ,     0.03 ,   30.3 ,   79.4 ,     0.99 ,  14.94 ,  15.11 ,        ,        ,  15.47 ,   0.53 , -16.09 ,          ,        ,       ,  15.17 ,   0.06 , 16.848 ,        ,        , 0.018 ,       ,
  UGC10229                    , G       ,   -0.11515 ,   16.16221 ,     1506 ,        2 ,     1505 ,        3 ,     1507 ,        3 ,  17.28 ,   0.48 , I     ,      ,       ,           ,             ,   9.9 ,   0.4 ,     0.90 ,     0.06 ,     0.47 ,     0.04 ,    8.8 ,   90.0 ,     0.93 ,  15.88 ,  16.23 ,        ,        ,  14.48 ,  -1.40 , -16.03 ,          ,        ,       ,  16.46 ,   0.66 , 18.363 ,        ,        , 0.234 ,       ,
  UGC10247                    , G       ,   60.08847 ,   16.15716 ,     2995 ,        8 ,     2995 ,       60 ,     2995 ,       12 ,  15.51 ,   0.28 , Sm    , B    , R     ,           ,             ,   8.8 ,   0.9 ,     0.94 ,     0.05 ,     0.17 ,     0.03 ,   60.4 ,   53.8 ,     0.94 ,  15.15 ,  14.55 ,        ,        ,  15.49 ,   0.34 , -18.26 ,          ,        ,       ,  14.58 ,   0.10 , 16.489 ,        ,        , 0.021 ,       ,
  UGC11113                    , G       ,   23.27252 ,   18.09194 ,     2336 ,        5 ,     2332 ,       60 ,     2336 ,        7 ,  15.63 ,   0.32 , Scd   , B    ,       ,           , D           ,   7.0 ,   0.5 ,     1.10 ,     0.04 ,     0.33 ,     0.03 ,   51.0 ,   63.5 ,     1.13 ,  14.53 ,        ,        ,        ,  15.17 ,   0.64 , -18.34 ,          ,  13.04 ,   0.1 ,        ,        ,        ,        ,        ,       ,       ,
  UGC11123                    , G       ,   28.48730 ,   18.12723 ,     2695 ,        3 ,     2694 ,       10 ,     2695 ,        6 ,  15.37 ,   0.32 , Sd    ,      ,       , M         ,             ,   8.0 ,   0.5 ,     0.88 ,     0.06 ,     0.23 ,     0.03 ,   83.4 ,   62.8 ,     0.91 ,  14.62 ,        ,        ,        ,  16.23 ,   1.62 , -18.54 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  UGC03647                    , G       ,   56.52024 ,    7.08073 ,     1386 ,        2 ,     1385 ,       60 ,     1386 ,        3 ,  14.73 ,   0.12 , I     , B    ,       ,           ,             ,   9.9 ,   0.4 ,     1.03 ,     0.05 ,     0.24 ,     0.03 ,   35.8 ,   64.1 ,     1.04 ,  14.02 ,        ,  -0.31 ,   0.29 ,  14.64 ,   0.62 , -17.73 ,          ,        ,       ,        ,        ,  14.51 ,  14.31 ,        , 0.125 , 0.125 ,
  UGC03680                    , G       ,   52.90310 ,    7.13466 ,     3116 ,        8 ,     3116 ,       60 ,     3116 ,       12 ,  17.00 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   0.5 ,     1.11 ,     0.08 ,     0.64 ,     0.05 ,   51.0 ,   90.0 ,     1.11 ,  15.53 ,        ,        ,        ,  14.63 ,  -0.90 , -17.86 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  UGC03690                    , G       ,   53.44560 ,    7.15190 ,     3144 ,        4 ,     3144 ,       60 ,     3144 ,        6 ,  15.64 ,   0.25 , IAB   , B    , R     ,           ,             ,   9.9 ,   0.4 ,     1.04 ,     0.14 ,     0.00 ,     0.06 ,        ,    0.0 ,     1.08 ,  15.26 ,        ,  -0.26 ,   0.42 ,  16.04 ,   0.77 , -18.12 ,          ,        ,       ,        ,        , 15.764 , 15.303 ,        , 0.102 , 0.059 ,
  UGC03722                    , G       ,   54.37672 ,    7.19060 ,     3155 ,        7 ,     3150 ,       17 ,     3158 ,       12 ,  17.00 ,   0.50 , Sd    ,      ,       ,           ,             ,   8.0 ,   0.5 ,     0.87 ,     0.13 ,     0.51 ,     0.06 ,  158.0 ,   90.0 ,     0.87 ,  15.77 ,        ,        ,        ,  15.53 ,  -0.24 , -17.64 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  UGC03853                    , G       ,   48.44589 ,    7.46091 ,      935 ,        2 ,      936 ,        4 ,      934 ,        6 ,  17.00 ,   0.50 , Sc    ,      ,       ,           ,             ,   6.1 ,   0.6 ,     0.94 ,     0.07 ,     0.94 ,     0.05 ,   14.5 ,   90.0 ,     0.95 ,  14.94 ,        ,        ,        ,        ,        , -16.01 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  UGC03845                    , G       ,   47.09394 ,    7.44519 ,     3033 ,        2 ,     3034 ,        4 ,     3032 ,        4 ,  13.52 ,   0.32 , Sbc   , B    ,       ,           ,             ,   3.7 ,   0.6 ,     1.15 ,     0.04 ,     0.16 ,     0.02 ,    2.0 ,   48.0 ,     1.16 ,  12.98 ,        ,        ,        ,  15.62 ,   2.64 , -20.55 ,          , 10.915 , 0.219 ,        ,        ,        ,        ,  13.45 ,       ,       ,
  UGC03881                    , G       ,   49.51978 ,    7.50505 ,     3061 ,        6 ,     3059 ,       60 ,     3061 ,        9 ,  15.59 ,   0.32 , Sd    ,      ,       ,           , D           ,   8.0 ,   0.5 ,     0.79 ,     0.08 ,     0.15 ,     0.03 ,  101.1 ,   51.8 ,     0.82 ,  14.93 ,        ,        ,        ,  15.49 ,   0.56 , -18.41 ,          , 12.728 , 0.107 ,        ,        ,        ,        ,        ,       ,       ,
  UGC03855                    , G       ,   58.50672 ,    7.47027 ,     3165 ,       10 ,     3089 ,       38 ,     3167 ,        6 ,  14.10 ,   0.33 , Sab   ,      ,       ,           ,             ,   2.0 ,   0.3 ,     1.27 ,     0.07 ,     0.65 ,     0.05 ,   54.7 ,   90.0 ,     1.27 ,  13.10 ,        ,        ,        ,  15.94 ,   2.85 , -20.34 ,          ,  9.157 , 0.017 ,        ,        ,        ,        ,        ,       ,       ,
  UGC04153                    , G       ,   61.40540 ,    8.02425 ,     1755 ,        8 ,     1747 ,       42 ,     1756 ,       12 ,  16.50 ,   0.50 , SBd   , B    ,       ,           ,             ,   8.0 ,   0.5 ,     0.89 ,     0.12 ,     0.14 ,     0.05 ,   45.0 ,   49.1 ,     0.91 ,  15.94 ,        ,        ,        ,  15.06 ,  -0.88 , -16.31 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  UGC05052                    , G       ,   73.81058 ,    9.52053 ,     3113 ,        5 ,     3089 ,       31 ,     3114 ,        6 ,  14.14 ,   0.32 , SBa   , B    ,       ,           ,             ,   1.1 ,   0.7 ,     1.04 ,     0.06 ,     0.10 ,     0.03 ,  124.4 ,   40.0 ,     1.05 ,  13.89 ,        ,        ,        ,  16.35 ,   2.46 , -19.55 ,          , 10.434 , 0.205 ,        ,        ,        ,        ,  12.89 ,       ,       ,
  UGC05110                    , G       ,   73.38466 ,    9.62236 ,     2135 ,        4 ,     2137 ,       60 ,     2135 ,        6 ,  15.62 ,   0.32 , IAB   , B    ,       ,           , D           ,   9.9 ,   0.5 ,     0.62 ,     0.08 ,     0.03 ,     0.03 ,        ,   21.2 ,     0.63 ,  15.44 ,        ,        ,        ,  15.79 ,   0.35 , -17.26 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  UGC05260                    , G       ,   64.48811 ,    9.84336 ,     3075 ,        4 ,     3075 ,        4 ,          ,          ,  15.78 ,   0.33 , Sbc   ,      ,       , M         ,             ,   4.0 ,   0.3 ,     1.05 ,     0.08 ,     0.71 ,     0.07 ,   62.9 ,   90.0 ,     1.05 ,  14.33 ,  14.09 ,        ,        ,        ,        , -19.08 ,          , 11.567 , 0.059 ,  14.25 ,   0.05 , 16.926 ,        ,        ,   0.2 ,       ,
  NGC3155                     , G       ,   74.34739 ,   10.29441 ,     2944 ,        1 ,     2944 ,        2 ,     2944 ,        4 ,  13.83 ,   0.32 , Sbc   ,      ,       ,           ,             ,   3.5 ,   1.5 ,     1.08 ,     0.04 ,     0.28 ,     0.03 ,   36.6 ,   61.3 ,     1.08 ,  13.25 ,  12.66 ,        ,        ,  15.21 ,   1.96 , -20.13 ,          , 10.908 , 0.118 ,  12.72 ,   0.10 ,        ,        ,  13.65 ,       ,       ,
  NGC3348                     , G       ,   72.83967 ,   10.78611 ,     2828 ,       47 ,     2828 ,       47 ,          ,          ,  11.94 ,   0.24 , E     ,      ,       ,           ,             ,  -4.8 ,   0.4 ,     1.33 ,     0.08 ,     0.00 ,     0.06 ,        ,    0.0 ,     1.38 ,  11.57 ,        ,   0.41 ,   0.92 ,        ,        , -21.70 ,          ,  7.997 , 0.043 ,        ,        , 12.406 , 10.916 ,        , 0.242 , 0.242 ,
  UGC05658                    , G       ,   71.23700 ,   10.46255 ,     1126 ,        5 ,     1142 ,       60 ,     1126 ,        7 ,  17.00 ,   0.50 , I     ,      ,       ,           ,             ,   9.8 ,   0.5 ,     0.93 ,     0.09 ,     0.27 ,     0.06 ,   95.0 ,   67.6 ,     0.95 ,  16.16 ,        ,        ,        ,  17.16 ,   1.00 , -15.36 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  UGC06534                    , G       ,   63.28007 ,   11.55574 ,     1257 ,       10 ,     1244 ,        3 ,     1272 ,        4 ,  13.35 ,   0.38 , Scd   ,      ,       ,           ,             ,   6.6 ,   0.9 ,     1.37 ,     0.04 ,     0.56 ,     0.04 ,   60.5 ,   77.3 ,     1.35 ,  12.24 ,  12.90 ,        ,        ,  14.74 ,   2.50 , -18.97 ,          , 11.759 , 0.253 ,  12.95 ,   0.35 , 14.688 ,        ,  13.37 , 0.223 ,       ,
  UGC06691                    , G       ,   60.67642 ,   11.72417 ,     1280 ,        4 ,     1284 ,       11 ,     1279 ,        7 ,  16.38 ,   0.37 , SABd  , B    ,       ,           ,             ,   7.9 ,   0.5 ,     1.03 ,     0.07 ,     0.35 ,     0.07 ,  110.8 ,   80.8 ,     1.03 ,  15.64 ,  15.54 ,        ,        ,  15.54 ,  -0.10 , -16.12 ,          ,        ,       ,  15.58 ,   0.08 , 17.181 ,        ,        , 0.167 ,       ,
  UGC07110                    , G       ,   65.41255 ,   12.12388 ,     1427 ,       20 ,     1427 ,       20 ,          ,          ,  16.63 ,   0.51 , Sm    ,      ,       ,           ,             ,   8.8 ,   0.5 ,     1.02 ,     0.10 ,     0.08 ,     0.06 ,  104.7 ,   36.8 ,     1.02 ,  16.41 ,  15.24 ,        ,        ,        ,        , -15.56 ,          ,        ,       ,  15.28 ,   0.10 , 17.785 ,        ,        , 0.036 ,       ,
  UGC07189                    , G       ,   74.80822 ,   12.18852 ,     1683 ,        8 ,     1682 ,       42 ,     1683 ,       12 ,  14.72 ,   0.32 , SBd   , B    ,       ,           ,             ,   8.0 ,   0.5 ,     1.14 ,     0.04 ,     0.24 ,     0.03 ,  171.7 ,   64.5 ,     1.14 ,  14.11 ,        ,        ,        ,  15.79 ,   1.68 , -18.19 ,          , 11.357 , 0.077 ,        ,        ,        ,        ,        ,       ,       ,
  UGC07179                    , G       ,   63.91458 ,   12.18277 ,     2617 ,        2 ,     2616 ,        2 ,     2622 ,        7 ,  14.02 ,   0.29 , Sb    ,      ,       ,           ,             ,   2.5 ,   2.1 ,     1.22 ,     0.07 ,     0.74 ,     0.06 ,  135.5 ,   90.0 ,     1.20 ,  13.06 ,  12.65 ,        ,        ,  16.42 ,   3.36 , -20.04 ,          ,  9.765 , 0.029 ,  12.68 ,   0.10 , 15.866 ,        ,  11.75 , 0.098 ,       ,
  UGC08237                    , G       ,   62.30635 ,   13.14847 ,     2850 ,       38 ,     2850 ,       38 ,          ,          ,  13.70 ,   0.28 , Sb    , B    , R     ,           ,             ,   3.0 ,   0.4 ,     0.95 ,     0.10 ,     0.11 ,     0.04 ,  137.0 ,   39.9 ,     0.95 ,  13.45 ,  12.50 ,        ,        ,        ,        , -19.85 ,          , 10.093 , 0.064 ,  12.53 ,   0.07 , 14.942 ,        ,  12.53 , 0.006 ,       ,
  UGC10334                    , G       ,   63.85315 ,   16.28767 ,     3109 ,        8 ,     3127 ,       10 ,     3103 ,        6 ,  14.68 ,   0.18 , IB    , B    ,       ,           ,             ,   9.9 ,   0.4 ,     1.08 ,     0.05 ,     0.40 ,     0.03 ,  149.0 ,   90.0 ,     1.07 ,  13.86 ,        ,  -0.99 ,   0.78 ,  14.74 ,   0.88 , -19.63 ,          ,  13.68 ,   0.1 ,        ,        , 13.506 , 13.531 ,        , 0.061 , 0.047 ,
  NGC6149                     , G       ,   19.59718 ,   16.45673 ,     2436 ,        1 ,     2436 ,        1 ,          ,          ,  14.55 ,   0.39 , S0    ,      ,       ,           ,             ,  -2.0 ,   0.6 ,     1.09 ,     0.04 ,     0.46 ,     0.03 ,   18.2 ,   90.0 ,     1.11 ,  14.21 ,  12.55 ,        ,        ,        ,        , -18.73 ,          , 10.314 , 0.052 ,  12.68 ,   0.05 , 15.687 ,        ,        ,  0.06 ,       ,
